PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
0;NL-200400005;DS Utility Plant;Decontamination Services B.V.;RITTHEM;17306;14498;11372;6414;305;0;0;0;0;0;0;0;0;BU07180800;GM0718;4389.0;4389PD;BU07180800;GM0718;4389.0;4389PD;BU07180800;GM0718;4389.0;4389PD;False;False;False;51.446540174141376;3.6882586914186177;WarmteAtlas:CO2emissieETSbedrijven;;;
9;NL-200400015;SABIC Innovative Plastics B.V. BKG 1;SABIC Innovative Plastics B.V.;BERGEN OP ZOOM;345822;337011;254469;242452;198050;195074;164878;203221;231952;215625;199888;214754;190662;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;False;False;False;51.50732627000405;4.255984416372507;WarmteAtlas:CO2emissieETSbedrijven;;;
10;NL-200400015a;SABIC Innovative Plastics B.V. BKG 2;SABIC Innovative Plastics B.V.;BERGEN OP ZOOM;3680;2042;0;0;0;0;0;0;0;0;0;0;0;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;False;False;False;51.50732627000405;4.255984416372507;WarmteAtlas:CO2emissieETSbedrijven;;;
11;NL-200400016;Smurfit Kappa Roermond Papier B.V.;Smurfit Kappa Roermond Papier B.V.;ROERMOND;162738;161698;162672;152862;154422;150166;147646;155444;153766;149144;146724;149758;146364;BU09570004;GM0957;6041.0;6041TA;BU09570004;GM0957;6041.0;6041TA;BU09570004;GM0957;6041.0;6041TA;False;False;False;51.205719610803456;6.000867200433971;WarmteAtlas:CO2emissieETSbedrijven;;;
12;NL-200400017;BP Raffinaderij Rotterdam B.V.;BP Raffinaderij Rotterdam B.V.;EUROPOORT-ROTTERDAM;1994474;2313661;2337784;2292349;2073778;2254344;2151299;2027330;2117592;1938767;2137686;2051725;2070453;BU05992307;GM0599;3198.0;3198NA;BU05992307;GM0599;3198.0;3198NA;BU05992307;GM0599;3198.0;3198NA;False;False;False;51.93957140798825;4.103617089430287;WarmteAtlas:CO2emissieETSbedrijven;;;
13;NL-200400018;Parenco B.V.;Smurfit Kappa Parenco B.V.;RENKUM;75962;34030;18800;39721;87383;87035;102954;101314;100393;86583;80875;81689;79797;BU02740101;GM0274;6871.0;6871AV;BU02740101;GM0274;6871.0;6871AV;BU02740101;GM0274;6871.0;6871AV;False;False;False;51.970336785222635;5.726680834567412;WarmteAtlas:CO2emissieETSbedrijven;;;
14;NL-200400019;Vattenfall Centrale Hemweg;Vattenfall Power Generation Netherlands B.V.;AMSTERDAM;4177886;2656850;4195699;3996099;3354315;3610074;3215867;860704;686732;628372;636535;476839;639359;BU0363BA04;GM0363;1041.0;1041AB;BU0363BA04;GM0363;1041.0;1041AB;BU0363BA04;GM0363;1041.0;1041AB;False;False;False;52.40459458567543;4.851840778796088;WarmteAtlas:CO2emissieETSbedrijven;;;
15;NL-200400020;Rockwool B.V.;Rockwool B.V.;ROERMOND;120662;125766;125405;134151;142378;158865;154189;137915;143719;134271;100914;109180;118210;BU09570202;GM0957;6045.0;6045JG;BU09570202;GM0957;6045.0;6045JG;BU09570202;GM0957;6045.0;6045JG;False;False;False;51.17013606084126;6.04292930119071;WarmteAtlas:CO2emissieETSbedrijven;;;
16;NL-200400021;Shell Nederland Raffinaderij B.V.;SHELL Nederland Raffinaderij B.V.;HOOGVLIET-ROTTERDAM;4388557;4264890;4262006;4253935;3831099;4210638;4357580;4128285;4377123;4143614;4208347;4101914;4204674;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.87603967796636;4.346615527791536;WarmteAtlas:CO2emissieETSbedrijven;;;
17;NL-200400022;Abbott Healthcare Products BV;Abbott Healthcare Products B.V.;WEESP;14230;13366;13485;12830;12632;12222;10806;10585;12088;10724;11162;11386;9926;BU0363SD02;GM0363;1381.0;1381CP;BU0363SD02;GM0363;1381.0;1381CP;BU0363SD02;GM0363;1381.0;1381CP;False;False;False;52.30345402853491;5.0362257617726405;WarmteAtlas:CO2emissieETSbedrijven;;;
18;NL-200400026;Yara Sluiskil B.V. BKG 1;Yara Sluiskil B.V.;SLUISKIL;698597;713142;772982;730962;813191;793287;605596;638625;3190000;2749881;2750147;3082022;3118292;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
1;NL-200400006;ENCI B.V., vestiging Maastricht;ENCI B.V.;MAASTRICHT;419461;443710;402604;383333;474200;351242;10470;0;0;0;0;0;0;BU09350105;GM0935;6212.0;6212NA;BU09350105;GM0935;6212.0;6212NA;BU09350105;GM0935;6212.0;6212NA;False;False;False;50.82245948663991;5.695819641310318;WarmteAtlas:CO2emissieETSbedrijven;;;
19;NL-200400026a;Yara Sluiskil B.V. BKG 2;Yara Sluiskil B.V.;SLUISKIL;1185536;1030772;1233816;1239653;1236020;1220650;1195077;949516;0;0;0;0;0;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
20;NL-200400026b;Yara Sluiskil B.V. BKG 3;Yara Sluiskil B.V.;SLUISKIL;1224587;1213616;1312062;1301474;1311276;1128432;1143039;1298105;0;0;0;0;0;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
21;NL-200400026c;Yara Sluiskil B.V. BKG 4;Yara Sluiskil B.V.;SLUISKIL;62839;77750;77725;70074;71684;80340;96011;67680;0;0;0;0;0;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
22;NL-200400026d;Yara Sluiskil B.V. BKG 5;Yara Sluiskil B.V.;SLUISKIL;140411;154782;141980;160705;173777;172970;162739;88422;0;0;0;0;0;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
23;NL-200400026e;Yara Sluiskil B.V. BKG 6;Yara Sluiskil B.V.;SLUISKIL;228464;223178;223841;226529;222349;211430;244839;255221;0;0;0;0;0;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;BU07151601;GM0715;4541.0;4541HJ;False;False;False;51.27182678619598;3.8489608634711234;WarmteAtlas:CO2emissieETSbedrijven;;;
24;NL-200400028;Air Liquide Industrie B.V. vest. Bergen op Zoom;Air Liquide Industrie B.V.;BERGEN OP ZOOM;78899;81871;72884;67935;69038;85511;111886;112424;70081;68379;79976;80846;62208;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;BU07480306;GM0748;4612.0;4612PX;False;False;False;51.50732627000405;4.255984416372507;WarmteAtlas:CO2emissieETSbedrijven;;;
25;NL-200400029;Papierfabriek Doetinchem B.V.;Papierfabriek Doetinchem B.V.;DOETINCHEM;30743;20729;20150;21320;21559;21125;20019;16916;19672;20214;19587;19303;14749;BU02220501;GM0222;7005.0;7005AK;BU02220501;GM0222;7005.0;7005AK;BU02220501;GM0222;7005.0;7005AK;False;False;False;51.96031974238369;6.29390446161355;WarmteAtlas:CO2emissieETSbedrijven;;;
26;NL-200400030;Dana Petroleum Netherlands B.V. facility F2-A-Hanze;Dana Petroleum Netherlands B.V.;DEN HAAG;38726;43550;48208;37933;41880;35028;36895;36399;31965;30274;29184;31382;30183;BU05183960;GM0518;2516.0;2516BL;BU05183960;GM0518;2516.0;2516BL;BU05183960;GM0518;2516.0;2516BL;False;False;False;52.06319310450079;4.344249914917058;WarmteAtlas:CO2emissieETSbedrijven;;;
27;NL-200400031;ENGIE Centrale Harculo;ENGIE Energie Nederland N.V.;ZWOLLE;2047;761;971;99;0;0;0;0;0;0;0;0;0;BU01935210;GM0193;8015.0;8015PA;BU01935210;GM0193;8015.0;8015PA;BU01935210;GM0193;8015.0;8015PA;False;False;False;52.46769604026076;6.111772351280024;WarmteAtlas:CO2emissieETSbedrijven;;;
28;NL-200400033;AVEBE U.A. locatie Ter Apelkanaal;Co̦peratie Koninklijke Avebe U.A.;TER APELKANAAL;117382;116471;115800;119805;116642;114262;85212;95787;97701;94698;80556;85703;92320;BU19500704;GM1950;9563.0;9563TM;BU19500704;GM1950;9563.0;9563TM;BU19500704;GM1950;9563.0;9563TM;False;False;False;52.91948865472178;7.044618848248225;WarmteAtlas:CO2emissieETSbedrijven;;;
2;NL-200400007;Energie Productie Clauscentrale;RWE Generation NL B.V.;MAASBRACHT;713739;229082;13;14;19;21;126367;2153734;1676716;993126;618659;1333286;1386513;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;False;False;False;51.153270605986954;5.9065321517900164;WarmteAtlas:CO2emissieETSbedrijven;;;
29;NL-200400034;Siniat B.V.;Etex Building Performance B.V.;FARMSUM;43885;41934;41338;41711;44793;41497;41737;38650;40998;37913;37153;33396;25273;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;False;False;False;53.30393518245161;6.9824731666564475;WarmteAtlas:CO2emissieETSbedrijven;;;
30;NL-200400042;Enecal Energy V.O.F.;Air Liquide Industrie B.V.;BOTLEK ROTTERDAM;37209;8829;35335;140897;56140;173685;182111;204911;0;0;0;0;0;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;False;False;False;51.884617117179715;4.25731628648803;WarmteAtlas:CO2emissieETSbedrijven;;;
31;NL-200400043;Eurogen C.V.;Air Liquide Industrie B.V.;BOTLEK-ROTTERDAM;520812;506907;481494;289541;240647;236913;207357;193708;0;0;0;0;0;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;False;False;False;51.884617117179715;4.25731628648803;WarmteAtlas:CO2emissieETSbedrijven;;;
32;NL-200400044;Dow Benelux B.V. BKG 10;DOW Benelux B.V.;HOEK;1391541;1250465;1101118;1232167;1358101;1447056;1546166;1687968;0;0;0;0;0;BU07150601;GM0715;4542.0;4542NM;BU07150601;GM0715;4542.0;4542NM;BU07150601;GM0715;4542.0;4542NM;False;False;False;51.33429186416255;3.79031326101713;WarmteAtlas:CO2emissieETSbedrijven;;;
33;NL-200400046;DSM Delft Permit B.V.;DSM Delft Permit B.V.;DELFT;49434;51694;52225;56886;57081;52476;48117;51830;54338;56926;45892;40909;40345;BU05031300;GM0503;2613.0;2613AX;BU05031300;GM0503;2613.0;2613AX;BU05031300;GM0503;2613.0;2613AX;False;False;False;52.01545009273181;4.338761893911124;WarmteAtlas:CO2emissieETSbedrijven;;;
34;NL-200400047;Shell Nederland Chemie B.V., vest. Moerdijk BKG 1;SHELL Nederland Chemie B.V.;MOERDIJK;1023429;895008;554695;1171384;1211488;1209836;923858;1174358;2571692;2439968;2248288;2282201;2168936;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
35;NL-200400047a;Shell Nederland Chemie B.V., vest. Moerdijk BKG 2;SHELL Nederland Chemie B.V.;MOERDIJK;145809;157286;164282;140968;172440;172408;158287;161690;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
36;NL-200400047b;Shell Nederland Chemie B.V., vest. Moerdijk BKG 3;SHELL Nederland Chemie B.V.;MOERDIJK;235208;92354;3488;213668;220299;220958;189194;221392;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
37;NL-200400047c;Shell Nederland Chemie B.V., vest. Moerdijk BKG 4;SHELL Nederland Chemie B.V.;MOERDIJK;362561;194026;109389;206038;323789;335527;238788;177983;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
38;NL-200400047d;Shell Nederland Chemie B.V., vest. Moerdijk BKG 5;SHELL Nederland Chemie B.V.;MOERDIJK;90686;66749;78317;95466;84645;89983;93253;69031;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
3;NL-200400008;EPZ Conventional Operations;N.V. Elektriciteits Produktiemaatschappij Zuid-Nederland EPZ;BORSSELE;2177074;2083960;2054544;0;0;0;0;0;0;0;0;0;0;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;False;False;False;51.430698268938976;3.717455844977212;WarmteAtlas:CO2emissieETSbedrijven;;;
39;NL-200400047e;Shell Nederland Chemie B.V., vest. Moerdijk BKG 6;SHELL Nederland Chemie B.V.;MOERDIJK;43258;36820;41226;35511;43165;43656;36101;40600;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
40;NL-200400047f;Shell Nederland Chemie B.V., vest. Moerdijk BKG 7;SHELL Nederland Chemie B.V.;MOERDIJK;17016;12194;11140;21373;19758;20087;18484;13227;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
41;NL-200400047g;Shell Nederland Chemie B.V., vest. Moerdijk BKG 8;SHELL Nederland Chemie B.V.;MOERDIJK;509109;487414;370332;663083;622599;662260;622109;721620;0;0;0;0;0;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.68121746444351;4.569460266485156;WarmteAtlas:CO2emissieETSbedrijven;;;
42;NL-200400053;WKC Erica;RWE Generation NL B.V.;ERICA;0;0;0;0;0;0;0;0;0;0;0;0;0;BU01140702;GM0114;7887.0;7887TN;BU01140702;GM0114;7887.0;7887TN;BU01140702;GM0114;7887.0;7887TN;False;False;False;52.69642957727072;6.914060530197822;WarmteAtlas:CO2emissieETSbedrijven;;;
43;NL-200400054;WKC Eindhoven;Ennatuurlijk B.V.;EINDHOVEN;22667;16519;16192;6849;6836;6599;7597;8574;9684;7152;6704;7719;7530;BU07726240;GM0772;5651.0;5651CD;BU07726240;GM0772;5651.0;5651CD;BU07726240;GM0772;5651.0;5651CD;False;False;False;51.4479059396206;5.451085425499904;WarmteAtlas:CO2emissieETSbedrijven;;;
44;NL-200400056;WKC Helmond 1 & 2;Ennatuurlijk B.V.;HELMOND;64583;51199;54322;58729;59534;56882;57868;50531;57314;39255;19545;18677;28432;BU07942901;GM0794;5705.0;5705CB;BU07942901;GM0794;5705.0;5705CB;BU07942901;GM0794;5705.0;5705CB;False;False;False;51.46330001350775;5.688600571829964;WarmteAtlas:CO2emissieETSbedrijven;;;
45;NL-200400057;WKC Heineken;RWE Generation NL B.V.;'S-HERTOGENBOSCH;0;0;0;0;0;0;0;0;0;0;0;0;0;BU07961109;GM0796;5222.0;5222AL;BU07961109;GM0796;5222.0;5222AL;BU07961109;GM0796;5222.0;5222AL;False;False;False;51.703451292506024;5.274971649496457;WarmteAtlas:CO2emissieETSbedrijven;;;
46;NL-200400058;WKC Bergen op Zoom;RWE Generation NL B.V.;BERGEN OP ZOOM;2;3;3;0;0;0;0;0;0;0;0;0;0;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;False;False;False;51.50546649823663;4.310292430109094;WarmteAtlas:CO2emissieETSbedrijven;;;
47;NL-200400060;WKC Klazienaveen;RWE Generation NL B.V.;KLAZIENAVEEN;0;0;0;0;0;0;0;0;0;0;0;0;0;BU01140807;GM0114;7891.0;7891XK;BU01140807;GM0114;7891.0;7891XK;BU01140807;GM0114;7891.0;7891XK;False;False;False;52.73792230281616;7.013598509846809;WarmteAtlas:CO2emissieETSbedrijven;;;
48;NL-200400063;ENGIE Maximacentrale;ENGIE Energie Nederland N.V.;LELYSTAD;1418476;1376803;1233567;1346260;1164623;1292504;1842058;1789174;949882;1221772;970214;1167327;1216922;BU09951018;GM0995;8221.0;8221RC;BU09951018;GM0995;8221.0;8221RC;BU09951018;GM0995;8221.0;8221RC;False;False;False;52.57584918301323;5.529117854064444;WarmteAtlas:CO2emissieETSbedrijven;;;
4;NL-200400010;Sappi Maastricht BV;Sappi Maastricht B.V.;MAASTRICHT;158897;147627;151260;152734;157033;175819;162719;129437;169416;150836;85564;126460;133364;BU09350004;GM0935;6211.0;6211AA;BU09350004;GM0935;6211.0;6211AA;BU09350004;GM0935;6211.0;6211AA;False;False;False;50.85676853673799;5.692923976767678;WarmteAtlas:CO2emissieETSbedrijven;;;
49;NL-200400064;HWC Hogering;Vattenfall Power Generation Netherlands B.V.;ALMERE;45242;9733;11175;12564;12948;9791;5463;4460;10791;7898;3243;10837;6136;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;False;False;False;52.38821748736369;5.21591174509836;WarmteAtlas:CO2emissieETSbedrijven;;;
5;NL-200400011;ESSO Raffinaderij Rotterdam;Esso Nederland B.V.;BOTLEK-ROTTERDAM;2022826;2236010;2330591;2105790;2068339;1583219;2376261;2646659;2380054;2674281;2489829;2182378;2539104;BU05992306;GM0599;3197.0;3197KA;BU05992306;GM0599;3197.0;3197KA;BU05992306;GM0599;3197.0;3197KA;False;False;False;51.87030994866415;4.300541975618643;WarmteAtlas:CO2emissieETSbedrijven;;;
6;NL-200400012;InnovioPapers B.V.;InnovioPapers;NIJMEGEN;68726;61407;27091;0;0;0;0;0;0;0;0;0;0;BU02680425;GM0268;6541.0;6541DB;BU02680425;GM0268;6541.0;6541DB;BU02680425;GM0268;6541.0;6541DB;False;False;False;51.8437619579962;5.822329361937892;WarmteAtlas:CO2emissieETSbedrijven;;;
7;NL-200400013;Aviko B.V., vestiging Lomm;Aviko B.V.;LOMM;12893;13599;14637;14186;14594;0;0;0;0;0;0;0;0;BU09834302;GM0983;5943.0;5943AD;BU09834302;GM0983;5943.0;5943AD;BU09834302;GM0983;5943.0;5943AD;False;False;False;51.4466165112438;6.179495003683793;WarmteAtlas:CO2emissieETSbedrijven;;;
8;NL-200400014;Nederlandse Gasunie CS Spijk N.V.;N.V. Nederlandse Gasunie;SPIJK;7370;5420;2364;3057;1378;5837;1433;1620;3810;1333;1346;395;1081;BU19790739;GM1979;9909.0;9909TM;BU19790739;GM1979;9909.0;9909TM;BU19790739;GM1979;9909.0;9909TM;False;False;False;53.406452262095165;6.859292249543953;WarmteAtlas:CO2emissieETSbedrijven;;;
99;NL-200400127;Tate & Lyle Netherlands B.V.;Tate & Lyle Netherlands B.V.;KOOG AAN DE ZAAN;77679;73067;71379;74075;75128;76519;73439;69628;67613;60758;55127;54559;50197;BU04793110;GM0479;1541.0;1541KA;BU04793110;GM0479;1541.0;1541KA;BU04793110;GM0479;1541.0;1541KA;False;False;False;52.465507935803245;4.812431833332733;WarmteAtlas:CO2emissieETSbedrijven;;;
100;NL-200400128;Eska Graphic Board Sappemeer;Eska B.V.;SAPPEMEER;29477;30309;32845;32173;33609;32517;27188;28953;34235;27159;19182;19097;18012;BU19520408;GM1952;9611.0;9611AW;BU19520408;GM1952;9611.0;9611AW;BU19520408;GM1952;9611.0;9611AW;False;False;False;53.16306281543579;6.805162419165271;WarmteAtlas:CO2emissieETSbedrijven;;;
101;NL-200400129;WKC Kruiningen;Lamb-Weston/Meijer V.O.F.;KRUININGEN;79596;83413;87503;66050;51482;53812;51148;46633;56462;58456;48751;51035;64339;BU07030106;GM0703;4416.0;4416PJ;BU07030106;GM0703;4416.0;4416PJ;BU07030106;GM0703;4416.0;4416PJ;False;False;False;51.464298311864816;4.035794292401539;WarmteAtlas:CO2emissieETSbedrijven;;;
102;NL-200400130;Platform J6-A;Spirit Energy Nederland B.V.;Nvt;152766;127309;107384;113958;86742;80465;77263;75429;56767;71363;48155;60299;54221;BU03940125;GM0394;2132.0;2132JH;BU03940125;GM0394;2132.0;2132JH;BU03940125;GM0394;2132.0;2132JH;False;False;False;52.293269863569456;4.712637881299418;WarmteAtlas:CO2emissieETSbedrijven;;;
103;NL-200400131;Sime Darby Unimills B.V.;Sime Darby Oils Zwijndrecht Refinery B.V.;ZWIJNDRECHT;53378;51730;51263;50924;51554;51229;51138;47597;47351;48031;43174;39425;42468;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;False;False;False;51.80669593028557;4.637235556869017;WarmteAtlas:CO2emissieETSbedrijven;;;
104;NL-200400133;Steenfabriek De Rijswaard BV;Steenfabriek De Rijswaard B.V.;AALST;25600;30341;27738;33864;32218;31269;34684;32076;32980;30412;25751;21717;25048;BU02970105;GM0297;5308.0;5308LV;BU02970105;GM0297;5308.0;5308LV;BU02970105;GM0297;5308.0;5308LV;False;False;False;51.768975331009756;5.143408196626164;WarmteAtlas:CO2emissieETSbedrijven;;;
105;NL-200400135;Gebr. Gresnigt Holding B.V. (Seasun West);Gebr. Gresnigt Holding B.V.;KAPELLE;36802;30260;29888;30188;32169;32913;32866;14296;0;0;0;0;0;BU06780009;GM0678;4421.0;4421RV;BU06780009;GM0678;4421.0;4421RV;BU06780009;GM0678;4421.0;4421RV;False;False;False;51.45908566698467;3.945763652804622;WarmteAtlas:CO2emissieETSbedrijven;;;
106;NL-200400136;Eska Graphic Board Hoogezand;Eska B.V.;HOOGEZAND;62948;59459;59566;59802;56199;54385;53963;49839;51990;43866;25767;26644;27152;BU19520105;GM1952;9601.0;9601KJ;BU19520105;GM1952;9601.0;9601KJ;BU19520105;GM1952;9601.0;9601KJ;False;False;False;53.16319231342754;6.7514089607872;WarmteAtlas:CO2emissieETSbedrijven;;;
107;NL-200400137;J.G. Timmerman Groenvoederdrogerij B.V.;J.G. Timmerman Groenvoederdrogerij B.V.;KORTGENE;18032;20283;22000;22858;25722;21326;22650;19397;20423;12243;11353;14456;19427;BU16950009;GM1695;4484.0;4484NM;BU16950009;GM1695;4484.0;4484NM;BU16950009;GM1695;4484.0;4484NM;False;False;False;51.57314554483724;3.803773594205557;WarmteAtlas:CO2emissieETSbedrijven;;;
108;NL-200400138;Gunvor Petroleum Rotterdam B.V.;Gunvor Petroleum Rotterdam B.V.;EUROPOORT-ROTTERDAM;427554;537602;554670;420366;447981;396988;421176;135001;211331;240788;232774;194223;28484;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;False;False;False;51.933753289756964;4.168451585714621;WarmteAtlas:CO2emissieETSbedrijven;;;
109;NL-200400139;VPR Energy B.V.;VPR Energy B.V.;EUROPOORT-ROTTERDAM;90314;72936;116083;74240;115333;102231;108805;129491;118252;120386;135905;140474;132102;BU05992307;GM0599;3198.0;3198LJ;BU05992307;GM0599;3198.0;3198LJ;BU05992307;GM0599;3198.0;3198LJ;False;False;False;51.91462585728641;4.219045668236211;WarmteAtlas:CO2emissieETSbedrijven;;;
110;NL-200400140;Ardagh Glass Dongen B.V.;Ardagh Glass Dongen B.V.;DONGEN;93129;95437;96021;92872;92787;94510;90628;88762;85562;88205;80284;64318;54914;BU07660115;GM0766;5105.0;5105NA;BU07660115;GM0766;5105.0;5105NA;BU07660115;GM0766;5105.0;5105NA;False;False;False;51.611652507568024;4.995637711316414;WarmteAtlas:CO2emissieETSbedrijven;;;
111;NL-200400141;DS Smith Paper De Hoop Mill;DS Smith Packaging Netherlands B.V.;EERBEEK;216334;213682;216497;187578;166603;145633;169568;178114;176198;156488;91593;0;0;BU02130606;GM0213;6961.0;6961GH;BU02130606;GM0213;6961.0;6961GH;BU02130606;GM0213;6961.0;6961GH;False;False;False;52.09696903088918;6.053536774984675;WarmteAtlas:CO2emissieETSbedrijven;;;
112;NL-200400142;Co̦p. Grasdrogerij Ruinerwold en omstreken BA;Co̦peratieve Grasdrogerij Ruinerwold en Omstreken B.A.;RUINERWOLD;20362;29083;20490;22843;37329;25239;29049;18905;17934;5034;9;0;0;BU16901105;GM1690;7961.0;7961NP;BU16901105;GM1690;7961.0;7961NP;BU16901105;GM1690;7961.0;7961NP;False;False;False;52.73556110081688;6.268415951420637;WarmteAtlas:CO2emissieETSbedrijven;;;
113;NL-200400143;Solidus Solutions Board B.V. locatie Coevorden;Solidus Solutions Board B.V.;COEVORDEN;16187;20060;21942;20345;14860;14537;13964;12789;13779;15028;11686;7099;8523;BU01091012;GM0109;7741.0;7741KX;BU01091012;GM0109;7741.0;7741KX;BU01091012;GM0109;7741.0;7741KX;False;False;False;52.65745832342484;6.739440600017582;WarmteAtlas:CO2emissieETSbedrijven;;;
114;NL-200400144;Solidus Solutions Board B.V. loc. Bad Nieuweschans;Solidus Solutions Board B.V.;BAD NIEUWESCHANS;35450;34600;37398;40862;45678;43645;44169;34074;42935;29090;20409;20570;8793;BU18950500;GM1895;9693.0;9693AH;BU18950500;GM1895;9693.0;9693AH;BU18950500;GM1895;9693.0;9693AH;False;False;False;53.182927872885664;7.20398515134059;WarmteAtlas:CO2emissieETSbedrijven;;;
115;NL-200400146;Croda Nederland B.V.;Croda Nederland B.V.;GOUDA;42582;37846;37011;35735;34233;35216;30780;28881;31402;28836;27163;28344;28354;BU05130203;GM0513;2802.0;2802BE;BU05130203;GM0513;2802.0;2802BE;BU05130203;GM0513;2802.0;2802BE;False;False;False;52.00625512153576;4.710465016446584;WarmteAtlas:CO2emissieETSbedrijven;;;
